"Player","Nation","Pos","Age","MP","Starts","Min","90s","Gls","Ast","G+A","G-PK","PK","PKatt","CrdY","CrdR","xG","npxG","xAG","npxG+xAG","PrgC","PrgP","PrgR","Gls_90","Ast_90","G+A_90","G-PK_90","G+A-PK_90","xG_90","xAG_90","xG+xAG_90","npxG_90","npxG+xAG_90","Team","AgeGroup","MP_norm","xG_norm","xAG_norm"
"Elijah Adebayo","eng ENG","FW",25,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16,23,110,0.63,0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,"Luton Town","Prime",0.702702702702703,0.202054794520548,0.0593220338983051
"Albert Sambi Lokonga","be BEL","MF",23,17,16,1303,14.5,1,3,4,1,0,0,4,0,0.6,0.6,1.4,2,29,72,13,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14,"Luton Town","Young",0.432432432432432,0.0205479452054795,0.11864406779661
"Jordan Clark","eng ENG","MF",29,23,14,1304,14.5,1,1,2,1,0,0,4,0,1,1,1.3,2.2,21,51,39,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16,"Luton Town","Prime",0.594594594594595,0.0342465753424658,0.110169491525424
"Andros Townsend","eng ENG","MF,FW",32,27,14,1210,13.4,1,3,4,1,0,0,1,0,1.2,1.2,1.3,2.5,47,35,71,0.07,0.22,0.3,0.07,0.3,0.09,0.1,0.19,0.09,0.19,"Luton Town","Veteran",0.702702702702703,0.0410958904109589,0.110169491525424
"Tom Lockyer","wls WAL","DF",28,14,14,1169,13,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6,37,2,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,"Luton Town","Prime",0.351351351351351,0.0376712328767123,0.0508474576271186
"Marvelous Nakamba","zw ZIM","MF",29,13,13,1130,12.6,0,0,0,0,0,0,5,0,0.2,0.2,0.4,0.6,1,36,5,0,0,0,0,0,0.01,0.03,0.05,0.01,0.05,"Luton Town","Prime",0.324324324324324,0.00684931506849315,0.0338983050847458
"Jacob Brown","sct SCO","MF,FW",25,19,12,1019,11.3,2,0,2,2,0,0,4,0,2.8,2.8,0.7,3.4,25,19,53,0.18,0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3,"Luton Town","Prime",0.486486486486487,0.0958904109589041,0.0593220338983051
"Pelly Ruddock Mpanzu","cd COD","MF",30,27,11,1101,12.2,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.1,10,34,15,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09,"Luton Town","Prime",0.702702702702703,0.0205479452054795,0.0338983050847458
"Daiki Hashioka","jp JPN","DF",24,10,6,595,6.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,3,21,16,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,"Luton Town","Prime",0.243243243243243,0.00342465753424658,0.0593220338983051
"Ryan John Giles","eng ENG","DF,MF",23,11,5,503,5.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,9,17,30,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,"Luton Town","Young",0.27027027027027,0.00342465753424658,0.0169491525423729
"Fred Onyedinma","eng ENG","DF,MF",26,8,4,407,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,9,6,21,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,"Luton Town","Prime",0.189189189189189,0.00684931506849315,0.00847457627118644
"Mads Juel Andersen","dk DEN","DF",25,8,4,400,4.4,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,0,7,1,0.23,0,0.23,0.23,0.23,0.06,0,0.06,0.06,0.06,"Luton Town","Prime",0.189189189189189,0.0102739726027397,0
"Luke Berry","eng ENG","MF,DF",31,17,2,323,3.6,2,1,3,2,0,0,1,0,1,1,0.3,1.3,1,8,7,0.56,0.28,0.84,0.56,0.84,0.28,0.07,0.35,0.28,0.35,"Luton Town","Veteran",0.432432432432432,0.0342465753424658,0.0254237288135593
"Joseph Johnson","eng ENG","DF",17,2,0,77,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"Luton Town","Young",0.027027027027027,0,0
"James Shea","eng ENG","GK",32,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luton Town","Veteran",0,0,0
"Zack Nelson","eng ENG","MF,DF",18,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luton Town","Young",0.027027027027027,0,0
"Sander Berge","no NOR","MF",25,37,34,3005,33.4,1,2,3,1,0,0,10,1,1.9,1.9,2.4,4.3,64,164,29,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,"Burnley","Prime",0.972972972972973,0.0650684931506849,0.203389830508475
"Dara O'Shea","ie IRL","DF",24,33,32,2892,32.1,3,4,7,3,0,0,5,1,0.7,0.7,2,2.7,32,122,10,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08,"Burnley","Prime",0.864864864864865,0.023972602739726,0.169491525423729
"James Trafford","eng ENG","GK",20,28,28,2520,28,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"Burnley","Young",0.72972972972973,0,0
"Zeki Amdouni","ch SUI","FW",22,34,27,1953,21.7,5,1,6,4,1,1,2,0,5.8,5,1.4,6.5,63,49,93,0.23,0.05,0.28,0.18,0.23,0.27,0.07,0.33,0.23,0.3,"Burnley","Young",0.891891891891892,0.198630136986301,0.11864406779661
"Vitinho","br BRA","DF,MF",24,32,26,2314,25.7,0,2,2,0,0,0,1,0,1.6,1.6,1.3,2.9,59,66,110,0,0.08,0.08,0,0.08,0.06,0.05,0.11,0.06,0.11,"Burnley","Prime",0.837837837837838,0.0547945205479452,0.110169491525424
"Charlie Taylor","eng ENG","DF",29,28,25,2331,25.9,1,1,2,1,0,0,8,0,0.2,0.2,1.2,1.5,36,82,81,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06,"Burnley","Prime",0.72972972972973,0.00684931506849315,0.101694915254237
"Wilson Odobert","fr FRA","MF,FW",18,29,25,2098,23.3,3,2,5,3,0,0,3,0,2.8,2.8,3.3,6.1,102,58,123,0.13,0.09,0.21,0.13,0.21,0.12,0.14,0.26,0.12,0.26,"Burnley","Young",0.756756756756757,0.0958904109589041,0.279661016949153
"Josh Brownhill","eng ENG","MF",27,33,23,2252,25,4,2,6,4,0,0,4,1,1.9,1.9,2.1,4,19,90,36,0.16,0.08,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.16,"Burnley","Prime",0.864864864864865,0.0650684931506849,0.177966101694915
"Josh Cullen","ie IRL","MF",27,25,23,2057,22.9,2,3,5,2,0,0,9,0,0.6,0.6,1.8,2.4,22,123,22,0.09,0.13,0.22,0.09,0.22,0.03,0.08,0.11,0.03,0.11,"Burnley","Prime",0.648648648648649,0.0205479452054795,0.152542372881356
"Lyle Foster","za RSA","FW,MF",22,24,22,1899,21.1,5,3,8,5,0,0,0,1,4.5,4.5,1.9,6.4,55,37,104,0.24,0.14,0.38,0.24,0.38,0.21,0.09,0.3,0.21,0.3,"Burnley","Young",0.621621621621622,0.154109589041096,0.161016949152542
"Jacob Bruun Larsen","dk DEN","MF,FW",24,32,16,1249,13.9,6,0,6,5,1,1,1,0,5,4.2,1.5,5.7,61,38,146,0.43,0,0.43,0.36,0.36,0.36,0.1,0.46,0.3,0.41,"Burnley","Prime",0.837837837837838,0.171232876712329,0.127118644067797
"Maxime EstÃ¨ve","fr FRA","DF",21,16,15,1309,14.5,0,0,0,0,0,0,6,0,0.3,0.3,0,0.3,15,40,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02,"Burnley","Young",0.405405405405405,0.0102739726027397,0
"Lorenz Assignon","tg TOG","DF",23,15,15,1234,13.7,1,2,3,1,0,0,5,1,0.4,0.4,2.6,3,38,34,57,0.07,0.15,0.22,0.07,0.22,0.03,0.19,0.22,0.03,0.22,"Burnley","Young",0.378378378378378,0.0136986301369863,0.220338983050847
"Jordan Beyer","de GER","DF",23,15,15,1234,13.7,0,1,1,0,0,0,6,0,0.5,0.5,0.3,0.8,9,25,1,0,0.07,0.07,0,0.07,0.04,0.02,0.06,0.04,0.06,"Burnley","Young",0.378378378378378,0.0171232876712329,0.0254237288135593
"Luca Koleosho","it ITA","MF,FW",18,15,13,974,10.8,1,1,2,1,0,0,0,0,2,2,1.3,3.3,53,19,82,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,"Burnley","Young",0.378378378378378,0.0684931506849315,0.110169491525424
"JÃ³hann Berg GuÃ°mundsson","is ISL","MF,FW",32,26,12,1192,13.2,1,3,4,1,0,0,2,0,1.9,1.9,2.7,4.5,13,59,69,0.08,0.23,0.3,0.08,0.3,0.14,0.2,0.34,0.14,0.34,"Burnley","Veteran",0.675675675675676,0.0650684931506849,0.228813559322034
"Ameen Al-Dakhil","be BEL","DF",21,13,12,1056,11.7,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,7,35,9,0.09,0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,"Burnley","Young",0.324324324324324,0.0445205479452055,0.00847457627118644
"Arijanet Muric","xk KVX","GK",24,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,1,0,0,0,0,0,0,0,0.02,0.02,0,0.02,"Burnley","Prime",0.243243243243243,0,0.0169491525423729
"Connor Roberts","wls WAL","DF",27,14,8,823,9.1,0,1,1,0,0,0,5,1,0,0,0.2,0.2,6,38,13,0,0.11,0.11,0,0.11,0,0.02,0.02,0,0.02,"Burnley","Prime",0.351351351351351,0,0.0169491525423729
"Jay Rodriguez","eng ENG","FW",34,21,7,822,9.1,2,1,3,1,1,1,0,0,3.5,2.7,0.2,2.9,2,17,28,0.22,0.11,0.33,0.11,0.22,0.38,0.02,0.4,0.3,0.32,"Burnley","Veteran",0.540540540540541,0.11986301369863,0.0169491525423729
"Hannes Delcroix","be BEL","DF",24,12,5,589,6.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,2,18,6,0,0,0,0,0,0.05,0.03,0.09,0.05,0.09,"Burnley","Prime",0.297297297297297,0.0136986301369863,0.0169491525423729
"Aaron Ramsey","eng ENG","MF,FW",20,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,8,17,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13,"Burnley","Young",0.351351351351351,0.0102739726027397,0.0338983050847458
"Hjalmar Ekdal","se SWE","DF",24,8,5,437,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,5,11,1,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,"Burnley","Prime",0.189189189189189,0.00342465753424658,0.00847457627118644
"Mike TrÃ©sor","be BEL","FW,MF",24,16,3,420,4.7,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,15,10,31,0,0,0,0,0,0.1,0.08,0.18,0.1,0.18,"Burnley","Prime",0.405405405405405,0.0171232876712329,0.0338983050847458
"Anass Zaroury","ma MAR","FW,MF",22,6,1,152,1.7,0,0,0,0,0,0,0,1,0.2,0.2,0,0.2,2,2,12,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12,"Burnley","Young",0.135135135135135,0.00684931506849315,0
"Benson Manuel","ao ANG","MF,FW",26,8,1,116,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,2,14,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,"Burnley","Prime",0.189189189189189,0.00342465753424658,0
"Nathan Redmond","eng ENG","FW,MF",29,12,0,142,1.6,0,0,0,0,0,0,1,0,0,0,0.3,0.3,7,8,22,0,0,0,0,0,0,0.19,0.19,0,0.19,"Burnley","Prime",0.297297297297297,0,0.0254237288135593
"Jack Cork","eng ENG","MF",34,4,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,"Burnley","Veteran",0.0810810810810811,0,0
"Michael Obafemi","ie IRL","FW,MF",23,2,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.4,0,0.4,0.4,0.4,"Burnley","Young",0.027027027027027,0.00342465753424658,0
"Han-Noah Massengo","fr FRA","MF,DF",22,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Burnley","Young",0.0540540540540541,0,0
"Gustavo Hamer","nl NED","MF",26,36,34,2910,32.3,4,6,10,4,0,0,9,0,3,3,6.1,9.1,36,135,86,0.12,0.19,0.31,0.12,0.31,0.09,0.19,0.28,0.09,0.28,"Sheffield United","Prime",0.945945945945946,0.102739726027397,0.516949152542373
"Jayden Bogle","eng ENG","DF",23,34,32,2788,31,3,0,3,3,0,0,9,0,2.3,2.3,1,3.3,38,60,92,0.1,0,0.1,0.1,0.1,0.07,0.03,0.11,0.07,0.11,"Sheffield United","Young",0.891891891891892,0.0787671232876712,0.0847457627118644
"Jack Robinson","eng ENG","DF",29,34,31,2885,32.1,1,1,2,1,0,0,10,0,1.2,1.2,1.2,2.4,8,63,14,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,"Sheffield United","Prime",0.891891891891892,0.0410958904109589,0.101694915254237
"Vinicius Souza","br BRA","MF",24,36,29,2668,29.6,1,0,1,1,0,0,3,0,0.6,0.6,0.2,0.8,7,66,21,0.03,0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,"Sheffield United","Prime",0.945945945945946,0.0205479452054795,0.0169491525423729
"Anel AhmedhodÅ¾iÄ‡","ba BIH","DF",24,31,29,2649,29.4,2,0,2,2,0,0,11,1,3.1,3.1,0.8,4,15,43,21,0.07,0,0.07,0.07,0.07,0.11,0.03,0.14,0.11,0.14,"Sheffield United","Prime",0.810810810810811,0.106164383561644,0.0677966101694915
"Wes Foderingham","eng ENG","GK",32,30,29,2649,29.4,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sheffield United","Veteran",0.783783783783784,0,0.00847457627118644
"Auston Trusty","us USA","DF",24,32,28,2572,28.6,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,10,40,15,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,"Sheffield United","Prime",0.837837837837838,0.0136986301369863,0.0932203389830508
"Cameron Archer","eng ENG","FW,MF",22,29,21,1832,20.4,4,1,5,4,0,0,1,0,5.5,5.5,2.8,8.3,33,15,113,0.2,0.05,0.25,0.2,0.25,0.27,0.14,0.41,0.27,0.41,"Sheffield United","Young",0.756756756756757,0.188356164383562,0.23728813559322
"James Mcatee","eng ENG","MF,FW",20,30,20,1822,20.2,3,3,6,2,1,1,2,0,3.1,2.3,2.9,5.2,55,51,110,0.15,0.15,0.3,0.1,0.25,0.15,0.15,0.3,0.11,0.26,"Sheffield United","Young",0.783783783783784,0.106164383561644,0.245762711864407
"Oliver Norwood","nir NIR","MF",32,27,16,1440,16,1,0,1,0,1,1,8,0,1.1,0.3,0.6,0.9,3,73,10,0.06,0,0.06,0,0,0.07,0.04,0.11,0.02,0.06,"Sheffield United","Veteran",0.702702702702703,0.0376712328767123,0.0508474576271186
"Oliver McBurnie","sct SCO","FW",27,21,15,1280,14.2,6,3,9,4,2,2,7,2,6.9,5.3,2,7.3,6,30,60,0.42,0.21,0.63,0.28,0.49,0.48,0.14,0.62,0.37,0.51,"Sheffield United","Prime",0.540540540540541,0.236301369863014,0.169491525423729
"Ben Osborn","eng ENG","DF,MF",28,24,14,1367,15.2,0,2,2,0,0,0,3,0,0.2,0.2,0.9,1.1,16,55,44,0,0.13,0.13,0,0.13,0.01,0.06,0.07,0.01,0.07,"Sheffield United","Prime",0.621621621621622,0.00684931506849315,0.076271186440678
"Ben Brereton","cl CHI","FW,MF",24,14,14,1105,12.3,6,1,7,5,1,1,3,0,6.1,5.3,1.5,6.7,23,37,78,0.49,0.08,0.57,0.41,0.49,0.49,0.12,0.61,0.43,0.55,"Sheffield United","Prime",0.351351351351351,0.208904109589041,0.127118644067797
"Andre Brooks","eng ENG","MF,DF",19,20,12,938,10.4,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,12,18,22,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,"Sheffield United","Young",0.513513513513513,0.0136986301369863,0.00847457627118644
"George Baldock","gr GRE","DF",30,13,11,969,10.8,0,1,1,0,0,0,4,0,0,0,0.8,0.8,9,31,24,0,0.09,0.09,0,0.09,0,0.07,0.08,0,0.08,"Sheffield United","Prime",0.324324324324324,0,0.0677966101694915
"Oliver Arblaster","eng ENG","MF",19,12,11,943,10.5,0,0,0,0,0,0,2,0,0,0,0.7,0.8,13,43,4,0,0,0,0,0,0,0.07,0.07,0,0.07,"Sheffield United","Young",0.297297297297297,0,0.0593220338983051
"Luke Thomas","eng ENG","DF",22,12,11,917,10.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,8,33,22,0,0,0,0,0,0.05,0,0.06,0.05,0.06,"Sheffield United","Young",0.297297297297297,0.0171232876712329,0.00847457627118644
"William Osula","dk DEN","FW",19,21,9,786,8.7,0,0,0,0,0,0,4,0,1.6,1.6,0.1,1.7,7,2,41,0,0,0,0,0,0.19,0.01,0.2,0.19,0.2,"Sheffield United","Young",0.540540540540541,0.0547945205479452,0.00847457627118644
"Ivo GrbiÄ‡","hr CRO","GK",27,9,9,771,8.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sheffield United","Prime",0.216216216216216,0,0
"Mason Holgate","eng ENG","DF",26,10,9,710,7.9,0,0,0,0,0,0,3,1,0.6,0.6,0.4,1.1,0,13,0,0,0,0,0,0,0.08,0.05,0.13,0.08,0.13,"Sheffield United","Prime",0.243243243243243,0.0205479452054795,0.0338983050847458
"Yasser Larouci","dz ALG","DF",22,11,6,531,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,18,14,12,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,"Sheffield United","Young",0.27027027027027,0.00684931506849315,0.0254237288135593
"John Egan","ie IRL","DF",30,6,6,482,5.4,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,0,5,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,"Sheffield United","Prime",0.135135135135135,0.00684931506849315,0
"Max Lowe","eng ENG","DF,MF",26,10,4,503,5.6,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,5,12,11,0,0,0,0,0,0.1,0.13,0.23,0.1,0.23,"Sheffield United","Prime",0.243243243243243,0.0205479452054795,0.0593220338983051
"Anis Ben Slimane","tn TUN","MF",22,15,4,419,4.7,0,0,0,0,0,0,2,0,0.8,0.8,0.3,1.1,3,12,21,0,0,0,0,0,0.17,0.06,0.23,0.17,0.23,"Sheffield United","Young",0.378378378378378,0.0273972602739726,0.0254237288135593
"BÃ©nie Adama Traore","ci CIV","FW,MF",20,8,3,387,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,7,9,14,0,0,0,0,0,0.06,0.13,0.19,0.06,0.19,"Sheffield United","Young",0.189189189189189,0.0102739726027397,0.0423728813559322
"Rhian Brewster","eng ENG","FW,MF",23,13,3,346,3.8,0,0,0,0,0,0,0,1,0.4,0.4,0.1,0.5,1,3,21,0,0,0,0,0,0.09,0.03,0.12,0.09,0.12,"Sheffield United","Young",0.324324324324324,0.0136986301369863,0.00847457627118644
"Chris Basham","eng ENG","DF,MF",35,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,7,6,0,0,0,0,0,0.04,0.07,0.1,0.04,0.1,"Sheffield United","Veteran",0.189189189189189,0.00342465753424658,0.0254237288135593
"Tom Davies","eng ENG","MF",25,9,2,221,2.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.4,3,8,3,0,0,0,0,0,0.14,0.03,0.17,0.14,0.17,"Sheffield United","Prime",0.216216216216216,0.0136986301369863,0.00847457627118644
"Rhys Norrington-Davies","wls WAL","DF",24,5,2,110,1.2,0,0,0,0,0,0,1,0,0,0,0,0,3,2,6,0,0,0,0,0,0,0.01,0.01,0,0.01,"Sheffield United","Prime",0.108108108108108,0,0
"John Fleck","sct SCO","MF,DF",31,4,1,92,1,0,0,0,0,0,0,1,0,0,0,0.4,0.4,2,3,0,0,0,0,0,0,0,0.44,0.44,0,0.44,"Sheffield United","Veteran",0.0810810810810811,0,0.0338983050847458
"Sam Curtis","ie IRL","DF",17,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Sheffield United","Young",0,0,0
"Daniel Jebbison","eng ENG","FW",19,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Sheffield United","Young",0,0,0
"Antwoine Hackford","eng ENG","FW",19,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sheffield United","Young",0.027027027027027,0,0
"Sydie Peck","eng ENG","MF",18,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sheffield United","Young",0,0,0
"Ryan One","sct SCO","FW",17,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sheffield United","Young",0,0,0
